Cell ID ,Area,Perimeter,Length,Width,Eccentricity,Irregularity,Cell Cycle Phase
183,155,52,14.14213562,12.72792206,0.435889894,4.17674051,1
184,164,52,13,13,0,4.060517809,1
185,170,56,15.8113883,13.60147051,0.509901951,4.295003938,1
186,317,98,23.43074903,19.84943324,0.531348767,5.504228372,3
187,216,64,19,13,0.729284551,4.354648432,1
188,251,77,22,15,0.731521679,4.860196904,3
189,162,52,13,13,0,4.085505847,1
190,179,58,15.55634919,14.14213562,0.41659779,4.335123538,1
191,171,55,15,13,0.498887652,4.205955121,3
192,166,54,14,13,0.371153744,4.191212839,3
193,210,63,18.24828759,15.13274595,0.558849096,4.347413024,1
194,186,58,15,14,0.359010987,4.252766336,2
195,179,57,18.02775638,13.60147051,0.656330123,4.260380029,1
196,320,112,31.04834939,16.4924225,0.84725576,6.260990337,1
197,164,53,15,12,0.6,4.13860469,1
198,199,62,17,14,0.567273574,4.395063471,1
199,154,54,16.15549442,12.08304597,0.663786884,4.351444006,1
200,251,77,22.627417,15.55634919,0.726184377,4.860196904,3
201,188,60,16.2788206,13.45362405,0.563010774,4.375949745,3
202,218,67,18.38477631,14.76482306,0.595843592,4.537812592,3
203,322,96,29.15475947,15.03329638,0.856806657,6.018604696,1
204,224,69,18.02775638,16.03121954,0.4574175,4.610256423,2
205,275,88,25.3179778,16.2788206,0.76588737,5.306599665,3
206,201,60,18.78829423,13.41640786,0.700060702,4.232073695,1
207,213,68,16.40121947,15,0.404436365,4.659283227,1
208,223,68,19,15,0.61378441,4.553616805,3
209,210,67,15.55634919,14.14213562,0.41659779,4.623439248,3
210,190,60,15,14,0.359010987,4.352857501,1
211,347,108,31.2409987,15.62049935,0.866025404,5.958792211,1
212,220,67,17.08800749,15.23154621,0.453298414,4.517139079,3
213,205,61,17,14,0.567273574,4.260424804,3
214,210,62,17,14,0.567273574,4.278406468,1
215,220,63,17.4642492,15.5241747,0.458078667,4.247459134,3
216,220,68,17.69180601,14.86606875,0.54215285,4.584559065,1
217,246,71,18.35755975,15.26433752,0.555522584,4.526794663,2
218,205,60,15,15,0,4.190581775,1
219,224,67,19,15,0.61378441,4.476625802,3
220,225,69,18.43908891,14.86606875,0.591607978,4.6,3
221,274,74,21.9544984,14.76482306,0.740079619,4.470503491,3
222,220,63,15.5241747,14.86606875,0.288075601,4.247459134,3
223,214,62,16,15,0.347985273,4.238232748,1
224,242,69,19.79898987,15.55634919,0.618589574,4.435487991,2
225,219,65,17.49285568,14.76482306,0.536266444,4.39229296,1
226,221,64,17,15,0.470588235,4.305105882,1
227,207,62,15,15,0,4.309297891,1
228,222,62,16,15,0.347985273,4.161167542,3
229,218,65,18.38477631,14.14213562,0.638971066,4.4023555,1
230,201,61,16,15,0.347985273,4.302608257,1
231,230,69,18.24828759,16.1245155,0.468208521,4.549725266,2
232,216,60,16,14,0.484122918,4.082482905,1
233,315,86,32.01562119,16.76305461,0.851970456,4.84555106,1
234,233,70,16.97056275,14.86606875,0.482326538,4.585852475,2
235,226,66,17,16,0.33791545,4.390254695,3
236,229,66,17,16,0.33791545,4.361402763,1
237,244,69,18,16,0.458122847,4.417272358,1
238,205,63,18,14,0.628539361,4.400110863,1
239,238,68,19,16,0.539313198,4.40778532,2
240,236,68,18.02775638,15,0.554700196,4.426422973,2
241,408,117,30.47950131,23.43074903,0.639563899,5.792363126,2
242,224,67,15.8113883,15.8113883,0,4.476625802,3
243,321,105,30.8058436,16.64331698,0.841494982,5.860528508,1
244,261,73,18.38477631,16.97056275,0.384615385,4.518586562,2
245,254,72,19.10497317,16.1245155,0.536349916,4.517681797,2
246,230,65,17,15,0.470588235,4.285973077,2
247,218,60,15,15,0,4.063712769,1
248,240,68,19.02629759,15.03329638,0.612936055,4.389381126,1
249,236,64,18,14,0.628539361,4.166045151,3
250,222,63,16.1245155,16.1245155,0,4.228283148,2
251,349,103,32.24903099,17,0.849773726,5.513463594,1
252,244,69,19.31320792,15.8113883,0.574246213,4.417272358,1
253,254,68,18,16,0.458122847,4.266699475,2
254,237,68,18,15,0.552770798,4.417074657,3
255,263,70,17,16,0.33791545,4.316384912,2
256,217,62,16,15,0.347985273,4.208834246,1
257,323,80,24.51530134,15.29705854,0.781440285,4.451319073,3
258,235,66,17.4642492,16.15549442,0.379818766,4.305365282,2
259,271,72,20.39607805,16.2788206,0.602478854,4.373688522,3
260,220,60,15,15,0,4.045199175,1
261,231,67,16.97056275,15.55634919,0.399652627,4.408276356,1
262,233,66,17,16,0.33791545,4.323803762,2
263,256,70,19,17,0.446593757,4.375,1
264,398,118,33,19,0.817620458,6.215558368,1
265,268,75,19.6468827,17.72004515,0.43188945,4.581354163,2
266,267,71,18.68154169,16.4924225,0.469713075,4.345129436,1
267,257,67,19.6468827,16.4924225,0.543448974,4.179345172,2
268,263,70,19.6468827,16.76305461,0.521556062,4.316384912,1
269,259,72,19.79898987,15.55634919,0.618589574,4.473862315,2
270,269,74,19.84943324,17.02938637,0.513769784,4.51185963,3
271,238,68,17,16,0.33791545,4.40778532,2
272,268,72,19.41648784,16.2788206,0.5450525,4.398099997,1
273,254,67,18,16,0.458122847,4.203953894,1
274,251,71,17.4642492,16.55294536,0.31880926,4.481480262,1
275,242,66,17,16,0.33791545,4.242640687,1
276,240,68,18,16,0.458122847,4.389381126,1
277,246,66,17,16,0.33791545,4.208006306,1
278,247,70,18.38477631,15.8113883,0.510249968,4.453993341,2
279,230,64,16,16,0,4.22003503,1
280,247,70,19.20937271,16.2788206,0.530888706,4.453993341,1
281,240,68,18,16,0.458122847,4.389381126,1
282,334,90,25.63201124,16.15549442,0.776363141,4.924580896,1
283,263,74,18.38477631,16.2788206,0.464732537,4.563035478,2
284,238,68,17,16,0.33791545,4.40778532,1
285,259,72,18.78829423,16.55294536,0.473070855,4.473862315,1
286,248,68,17.4642492,16.55294536,0.31880926,4.318004318,1
287,264,71,18,17,0.328671099,4.36974793,2
288,253,70,17.4642492,16.4924225,0.3289327,4.400862294,2
289,262,71,18,17,0.328671099,4.386394649,3
290,248,65,17,16,0.33791545,4.127504128,1
291,261,71,20.61552813,16.4924225,0.6,4.39478967,2
292,215,68,18.02775638,13.92838828,0.634883393,4.637561508,1
293,380,109,30,18,0.8,6.104571195,3
294,255,69,17.72004515,16.4924225,0.365729356,4.320947608,3
295,262,70,17.69180601,16.97056275,0.282616709,4.324614443,3
296,282,74,20.61552813,17.80449381,0.50410083,4.406635873,1
297,254,69,18,16,0.458122847,4.329445055,2
298,261,72,19.10497317,16.2788206,0.523423923,4.456688116,3
299,259,71,18.78829423,17.4642492,0.36875105,4.411725339,2
300,263,71,19.10497317,16.2788206,0.523423923,4.378047553,2
301,317,81,23.32380758,17,0.684653197,4.549413246,3
302,281,77,19.23538406,17.49285568,0.415900196,4.593434894,2
303,260,72,18.38477631,16.97056275,0.384615385,4.465250445,1
304,292,79,22.02271555,17.80449381,0.588550552,4.623125314,3
305,265,70,18.02775638,16.64331698,0.384307569,4.300065818,1
306,301,76,22.09072203,17.11724277,0.632131445,4.380567175,3
307,253,66,17,16,0.33791545,4.149384449,1
308,271,74,19.79898987,16.97056275,0.515078754,4.49517987,2
309,293,82,19.84943324,17.02938637,0.513769784,4.79049115,3
310,256,69,19,16,0.539313198,4.3125,2
311,281,75,20,17,0.526782688,4.474124897,3
312,310,78,21,17,0.587087048,4.430102307,2
313,360,95,23.2594067,20.1246118,0.501384405,5.006939629,3
314,271,72,19,17,0.446593757,4.373688522,2
315,266,70,18,17,0.328671099,4.291975376,1
316,270,71,20,17,0.526782688,4.320922398,3
317,403,128,36.7151195,17.49285568,0.879202498,6.376134162,2
318,273,72,19.23538406,16.55294536,0.509371632,4.357638235,3
319,268,71,20.61552813,16.55294536,0.596065531,4.337015275,1
320,284,75,18,18,0,4.450431218,3
321,304,78,20.1246118,16.55294536,0.568732617,4.47360681,3
322,440,127,35.35533906,21.9544984,0.783836718,6.054487442,3
323,299,74,20.61552813,17.4642492,0.531368931,4.279530497,3
324,284,70,18,17,0.328671099,4.153735804,1
325,270,73,19.6468827,17.4642492,0.458087939,4.442638522,1
326,274,72,20,16,0.6,4.349679072,2
327,297,74,19,18,0.320145396,4.293915514,1
328,206,60,18,12,0.745355992,4.180398086,1
329,294,79,19.6468827,19.6468827,0,4.607373564,1
330,299,74,20.24845673,18.02775638,0.455320846,4.279530497,2
331,282,73,20,17,0.526782688,4.347086739,3
332,242,66,19.23538406,15.29705854,0.606273509,4.242640687,1
333,429,107,31.11269837,18.38477631,0.806738152,6.22817869,3
334,279,75,18.68154169,18.43908891,0.160586318,4.490132551,1
335,302,77,19.6977156,18.78829423,0.300343446,4.4308521,1
336,300,76,21.9317122,16.55294536,0.656013285,4.387862046,2
337,290,73,20,17,0.526782688,4.286707602,1
338,325,83,22.02271555,17.80449381,0.588550552,4.604011629,3
339,275,73,19.79898987,16.97056275,0.515078754,4.402065631,1
340,280,74,21.21320344,16.97056275,0.6,4.422345855,2
341,303,76,21,17,0.587087048,4.366085921,2
342,282,73,18.78829423,17.4642492,0.36875105,4.347086739,1
343,285,74,19.6468827,17.72004515,0.43188945,4.383381695,1
344,309,77,20,18,0.435889894,4.380376955,2
345,333,82,22.02271555,18.43908891,0.546780644,4.49357232,3
346,277,72,17.69180601,17.69180601,0,4.326060731,3
347,314,83,21.63330765,18.02775638,0.552770798,4.683960978,1
348,281,74,18,18,0,4.414469898,2
349,304,76,20.1246118,17.4642492,0.496903995,4.358898944,2
350,295,78,20.59126028,17.88854382,0.495260557,4.541335576,2
351,296,77,19.23538406,17.49285568,0.415900196,4.475534092,2
352,279,75,19.31320792,18.02775638,0.358728765,4.490132551,1
353,291,76,18.35755975,17.49285568,0.303295451,4.455198901,1
354,284,72,18,17,0.328671099,4.272413969,2
355,275,72,19.6977156,17.4642492,0.46251219,4.341763362,1
356,283,73,18.78829423,17.4642492,0.36875105,4.339399577,1
357,229,67,19.10497317,15.03329638,0.617107704,4.427484623,1
358,359,96,29.69848481,15.55634919,0.85183542,6.43891373,1
359,302,74,21.9317122,17.4642492,0.604900294,4.258221499,3
360,254,66,17,16,0.33791545,4.141208314,1
361,297,72,20,16,0.6,4.177863743,3
362,285,72,18,17,0.328671099,4.26491192,2
363,283,72,18.24828759,17.2626765,0.324199175,4.279955748,3
364,294,74,20.1246118,17,0.535181981,4.315767642,3
365,290,72,18,18,0,4.227985581,2
366,282,72,19,17,0.446593757,4.287537606,2
367,348,98,26.2488095,19.20937271,0.681499244,5.253351421,2
368,333,81,23,18,0.622513959,4.438772657,3
369,279,72,19.79898987,16.97056275,0.515078754,4.310527249,3
370,302,76,19,18,0.320145396,4.373308566,2
371,303,77,20.24845673,18.02775638,0.455320846,4.42353442,3
372,291,74,20,18,0.435889894,4.337956825,1
373,226,62,17,14,0.567273574,4.124178652,1
374,300,74,19,18,0.320145396,4.272391992,1
375,402,117,34.20526275,19.6468827,0.818587485,5.835429616,2
376,220,61,19,12,0.775311572,4.112619161,2
377,295,75,19.23538406,18.24828759,0.316227766,4.366668823,2
378,273,68,20.22374842,15.29705854,0.654119913,4.115547222,3
379,295,74,21.21320344,17.2626765,0.581186526,4.308446572,2
380,341,84,21.37755833,18.24828759,0.520898063,4.548855033,2
381,310,77,19.23538406,18.35755975,0.298645591,4.373306124,3
382,340,78,22,17,0.634738184,4.230143927,3
383,310,78,20.59126028,18.35755975,0.45297757,4.430102307,2
384,308,75,20.61552813,17.72004515,0.511054274,4.273521617,2
385,312,78,19.23538406,19.23538406,0,4.415880433,2
386,316,74,20,17,0.526782688,4.162825233,3
387,309,77,21.37755833,18.24828759,0.520898063,4.380376955,2
388,297,73,20,17,0.526782688,4.235889628,2
389,328,80,21,19,0.42591771,4.417261043,2
390,312,79,19,19,0,4.472494285,2
391,320,81,22.36067977,17.2626765,0.635609943,4.528037654,3
392,297,73,20.39607805,18.43908891,0.427425207,4.235889628,3
393,299,76,19,18,0.320145396,4.395193483,1
394,323,79,23,17,0.673562321,4.395677584,3
395,306,74,19,18,0.320145396,4.230298434,2
396,320,78,21.02379604,18.78829423,0.448728722,4.360332556,2
397,274,71,19.23538406,16.2788206,0.532713604,4.289266863,2
398,319,80,20,18,0.435889894,4.479140088,1
399,308,77,20,18,0.435889894,4.387482194,1
400,373,90,22.36067977,20.39607805,0.409878031,4.660023358,3
401,306,79,21,18,0.515078754,4.516129409,2
402,286,76,19.10497317,17.69180601,0.377446358,4.49397421,2
403,298,74,19,18,0.320145396,4.286704903,2
404,310,76,19.79898987,18.38477631,0.371153744,4.31650994,3
405,301,76,20,18,0.435889894,4.380567175,1
406,348,83,23,18,0.622513959,4.44926702,3
407,399,91,26.62705391,18.02775638,0.735940146,4.555698186,3
408,299,75,19,18,0.320145396,4.33736199,1
409,308,76,20,18,0.435889894,4.330501905,3
410,314,78,21,18,0.515078754,4.401794654,1
411,343,81,22.36067977,19.23538406,0.509901951,4.373588902,2
412,311,75,21.84032967,17.72004515,0.584567428,4.252859828,3
413,346,82,22.627417,18.38477631,0.582961191,4.408347311,3
414,325,77,21,18,0.515078754,4.271191511,3
415,315,77,21.09502311,19.23538406,0.410535414,4.338458508,3
416,307,78,21,18,0.515078754,4.451695135,2
417,307,77,19,18,0.320145396,4.394622121,1
418,297,77,19.10497317,18.38477631,0.271979048,4.46799317,2
419,306,76,20,18,0.435889894,4.344630824,2
420,321,80,21.84032967,18.68154169,0.518019127,4.465164577,3
421,357,80,22,18,0.574959575,4.234048992,3
422,305,75,20.39607805,18.24828759,0.446675756,4.294487507,3
423,357,85,22.82542442,19.72308292,0.503347718,4.498677054,3
424,342,84,23,19,0.563542669,4.542199792,2
425,339,80,21.9317122,18.78829423,0.515860704,4.345003573,3
426,363,101,22.8035085,20,0.480384461,5.301125199,1
427,324,76,20,18,0.435889894,4.222222222,2
428,382,86,24.75883681,19.10497317,0.636056365,4.400142787,3
429,306,76,20.88061302,18.68154169,0.446700441,4.344630824,2
430,346,80,21,19,0.42591771,4.300826645,2
431,358,83,21.9317122,19.6977156,0.439712626,4.386686307,3
432,328,80,21.9317122,18.78829423,0.515860704,4.417261043,3
433,342,84,19.79898987,18.38477631,0.371153744,4.542199792,3
434,380,86,24.04163056,19.79898987,0.567273574,4.411706914,1
435,345,82,20.61552813,19.6977156,0.295057322,4.414731597,2
436,315,77,20,19,0.3122499,4.338458508,1
437,326,77,21.1896201,18.97366596,0.445217096,4.264635572,3
438,279,71,20,16,0.6,4.250658815,1
439,316,80,19.84943324,19.20937271,0.251896361,4.500351604,1
440,363,84,22,20,0.41659779,4.408856601,2
441,364,86,22.13594362,20.24845673,0.404061018,4.507624798,3
442,362,87,22.47220505,18.97366596,0.535843926,4.572618482,3
443,380,86,24,19,0.610953262,4.411706914,3
444,316,77,19.6977156,18.78829423,0.300343446,4.331588419,1
445,344,82,21.37755833,20.22374842,0.324087678,4.421143701,3
446,435,121,36.67424164,21.9317122,0.801485609,6.904271541,3
447,335,78,21.09502311,19.10497317,0.423999152,4.261595245,3
448,323,76,20.22374842,19.41648784,0.279713441,4.228753119,3
449,389,88,22.8035085,19.92485885,0.486352199,4.461777114,3
450,357,84,21.26029163,20.61552813,0.244406451,4.445751442,3
451,360,86,21.63330765,20,0.38118125,4.53259798,2
452,348,87,21.9317122,19.10497317,0.49108476,4.663689527,1
453,355,82,22,19,0.504115296,4.352108118,2
454,375,90,23.40939982,20.61552813,0.47376424,4.647580015,3
455,311,74,20,17,0.526782688,4.196155031,2
456,340,80,22.8035085,17.4642492,0.64300975,4.338609156,3
457,382,87,23.70653918,19.23538406,0.584497229,4.451307238,3
458,364,84,21.9544984,19.23538406,0.48204268,4.402796314,3
459,384,85,24,19,0.610953262,4.337638086,3
460,381,86,23.60084744,19.41648784,0.568471446,4.405913468,2
461,364,84,22.36067977,20.39607805,0.409878031,4.402796314,1
462,357,82,22.627417,20.51828453,0.421585549,4.339900217,3
463,391,90,24.75883681,19.10497317,0.636056365,4.551495637,3
464,339,80,21,18,0.515078754,4.345003573,2
465,332,81,21.9544984,18.35755975,0.548479604,4.44545253,3
466,335,83,22.84731932,16.55294536,0.689271924,4.534774427,3
467,344,81,21.9317122,19.79898987,0.430152514,4.367227315,2
468,368,84,22.84731932,18.78829423,0.568994542,4.378802695,3
469,335,80,21.02379604,18.78829423,0.448728722,4.370866918,2
470,326,79,22.09072203,18.11077028,0.572598334,4.375405327,2
471,394,88,22.627417,19.79898987,0.484122918,4.433375952,3
472,374,84,23,19,0.563542669,4.343536596,3
473,361,86,21.26029163,19.84943324,0.358215834,4.526315789,3
474,352,82,21,20,0.304910678,4.370614685,1
475,373,84,22,20,0.41659779,4.349355134,2
476,364,80,23,17,0.673562321,4.193139347,3
477,374,85,25,18,0.693974063,4.395245365,3
478,338,79,21,19,0.42591771,4.297033516,1
479,363,82,22,19,0.504115296,4.303883825,3
480,363,83,22,19,0.504115296,4.356370213,2
481,365,84,23.2594067,18.78829423,0.589495226,4.39676095,2
482,340,79,21.58703314,19.6468827,0.414335395,4.284376542,3
483,389,83,22,20,0.41659779,4.20826705,3
484,376,85,25,18,0.693974063,4.383540297,3
485,355,86,22,19,0.504115296,4.564406075,2
486,272,69,20,15,0.661437828,4.183739532,1
487,412,88,26.17250466,19.79898987,0.654016228,4.335448824,3
488,338,77,20,18,0.435889894,4.188247858,2
489,408,88,23,21,0.40786224,4.356649189,2
490,384,84,23,20,0.493818117,4.28660705,3
