Cell ID ,Area,Perimeter,Length,Width,Eccentricity,Well Segmented
200,279,75,19.31320792,18.02775638,0.358728765,1
201,291,76,18.35755975,17.49285568,0.303295451,1
202,284,72,18,17,0.328671099,1
203,275,72,19.6977156,17.4642492,0.46251219,1
204,283,73,18.78829423,17.4642492,0.36875105,1
205,229,67,19.10497317,15.03329638,0.617107704,1
206,359,96,29.69848481,15.55634919,0.85183542,1
207,302,74,21.9317122,17.4642492,0.604900294,1
208,254,66,17,16,0.33791545,1
209,297,72,20,16,0.6,1
210,285,72,18,17,0.328671099,1
211,283,72,18.24828759,17.2626765,0.324199175,1
212,294,74,20.1246118,17,0.535181981,1
213,290,72,18,18,0,1
214,282,72,19,17,0.446593757,1
215,348,98,26.2488095,19.20937271,0.681499244,1
216,333,81,23,18,0.622513959,1
217,279,72,19.79898987,16.97056275,0.515078754,1
218,302,76,19,18,0.320145396,1
219,303,77,20.24845673,18.02775638,0.455320846,1
220,291,74,20,18,0.435889894,1
221,226,62,17,14,0.567273574,1
222,300,74,19,18,0.320145396,1
223,402,117,34.20526275,19.6468827,0.818587485,1
224,220,61,19,12,0.775311572,1
225,295,75,19.23538406,18.24828759,0.316227766,1
226,273,68,20.22374842,15.29705854,0.654119913,1
227,295,74,21.21320344,17.2626765,0.581186526,1
228,341,84,21.37755833,18.24828759,0.520898063,1
229,310,77,19.23538406,18.35755975,0.298645591,1
230,340,78,22,17,0.634738184,1
231,310,78,20.59126028,18.35755975,0.45297757,1
232,308,75,20.61552813,17.72004515,0.511054274,1
233,312,78,19.23538406,19.23538406,0,1
234,316,74,20,17,0.526782688,1
235,309,77,21.37755833,18.24828759,0.520898063,1
236,297,73,20,17,0.526782688,1
237,328,80,21,19,0.42591771,1
238,312,79,19,19,0,1
239,320,81,22.36067977,17.2626765,0.635609943,1
240,297,73,20.39607805,18.43908891,0.427425207,1
241,299,76,19,18,0.320145396,1
242,323,79,23,17,0.673562321,1
243,306,74,19,18,0.320145396,1
244,320,78,21.02379604,18.78829423,0.448728722,1
245,274,71,19.23538406,16.2788206,0.532713604,1
246,319,80,20,18,0.435889894,1
247,308,77,20,18,0.435889894,1
248,373,90,22.36067977,20.39607805,0.409878031,1
249,306,79,21,18,0.515078754,1
250,286,76,19.10497317,17.69180601,0.377446358,1
251,298,74,19,18,0.320145396,1
252,310,76,19.79898987,18.38477631,0.371153744,1
253,301,76,20,18,0.435889894,1
254,348,83,23,18,0.622513959,1
255,399,91,26.62705391,18.02775638,0.735940146,1
256,299,75,19,18,0.320145396,1
257,308,76,20,18,0.435889894,1
258,314,78,21,18,0.515078754,1
259,343,81,22.36067977,19.23538406,0.509901951,1
260,311,75,21.84032967,17.72004515,0.584567428,1
261,346,82,22.627417,18.38477631,0.582961191,1
262,325,77,21,18,0.515078754,1
263,315,77,21.09502311,19.23538406,0.410535414,1
264,307,78,21,18,0.515078754,1
265,307,77,19,18,0.320145396,1
266,297,77,19.10497317,18.38477631,0.271979048,1
267,306,76,20,18,0.435889894,1
268,321,80,21.84032967,18.68154169,0.518019127,1
269,357,80,22,18,0.574959575,1
270,305,75,20.39607805,18.24828759,0.446675756,1
271,357,85,22.82542442,19.72308292,0.503347718,1
272,342,84,23,19,0.563542669,1
273,339,80,21.9317122,18.78829423,0.515860704,1
274,363,101,22.8035085,20,0.480384461,1
275,324,76,20,18,0.435889894,1
276,382,86,24.75883681,19.10497317,0.636056365,1
277,306,76,20.88061302,18.68154169,0.446700441,1
278,346,80,21,19,0.42591771,1
279,358,83,21.9317122,19.6977156,0.439712626,1
280,328,80,21.9317122,18.78829423,0.515860704,1
281,342,84,19.79898987,18.38477631,0.371153744,1
282,380,86,24.04163056,19.79898987,0.567273574,1
283,345,82,20.61552813,19.6977156,0.295057322,1
284,315,77,20,19,0.3122499,1
285,326,77,21.1896201,18.97366596,0.445217096,1
286,279,71,20,16,0.6,1
287,316,80,19.84943324,19.20937271,0.251896361,1
288,363,84,22,20,0.41659779,1
289,364,86,22.13594362,20.24845673,0.404061018,1
290,362,87,22.47220505,18.97366596,0.535843926,1
291,380,86,24,19,0.610953262,1
292,316,77,19.6977156,18.78829423,0.300343446,1
293,344,82,21.37755833,20.22374842,0.324087678,1
294,435,121,36.67424164,21.9317122,0.801485609,1
295,335,78,21.09502311,19.10497317,0.423999152,1
296,323,76,20.22374842,19.41648784,0.279713441,1
297,389,88,22.8035085,19.92485885,0.486352199,1
298,357,84,21.26029163,20.61552813,0.244406451,1
299,360,86,21.63330765,20,0.38118125,1
300,348,87,21.9317122,19.10497317,0.49108476,1
301,355,82,22,19,0.504115296,1
302,375,90,23.40939982,20.61552813,0.47376424,1
303,311,74,20,17,0.526782688,1
304,340,80,22.8035085,17.4642492,0.64300975,1
305,382,87,23.70653918,19.23538406,0.584497229,1
306,364,84,21.9544984,19.23538406,0.48204268,1
307,384,85,24,19,0.610953262,1
308,381,86,23.60084744,19.41648784,0.568471446,1
309,364,84,22.36067977,20.39607805,0.409878031,1
310,357,82,22.627417,20.51828453,0.421585549,1
311,391,90,24.75883681,19.10497317,0.636056365,1
312,339,80,21,18,0.515078754,1
313,332,81,21.9544984,18.35755975,0.548479604,1
314,335,83,22.84731932,16.55294536,0.689271924,1
315,344,81,21.9317122,19.79898987,0.430152514,1
316,368,84,22.84731932,18.78829423,0.568994542,1
317,335,80,21.02379604,18.78829423,0.448728722,1
318,326,79,22.09072203,18.11077028,0.572598334,1
319,394,88,22.627417,19.79898987,0.484122918,1
320,374,84,23,19,0.563542669,1
321,361,86,21.26029163,19.84943324,0.358215834,1
322,352,82,21,20,0.304910678,1
323,373,84,22,20,0.41659779,1
324,364,80,23,17,0.673562321,1
325,374,85,25,18,0.693974063,1
326,338,79,21,19,0.42591771,1
327,363,82,22,19,0.504115296,1
328,363,83,22,19,0.504115296,1
329,365,84,23.2594067,18.78829423,0.589495226,1
330,340,79,21.58703314,19.6468827,0.414335395,1
331,389,83,22,20,0.41659779,1
332,376,85,25,18,0.693974063,1
333,355,86,22,19,0.504115296,1
334,272,69,20,15,0.661437828,1
335,412,88,26.17250466,19.79898987,0.654016228,1
336,338,77,20,18,0.435889894,1
337,408,88,23,21,0.40786224,1
338,384,84,23,20,0.493818117,1
339,353,81,21,20,0.304910678,1
340,360,85,23.43074903,17.69180601,0.655646624,1
341,391,86,25,19.92485885,0.603986755,1
342,362,84,22.47220505,20.24845673,0.433726656,1
343,433,94,26,21,0.58960422,1
344,405,86,22,20,0.41659779,1
345,364,83,23.40939982,19.31320792,0.565104473,1
346,419,90,25.55386468,19.72308292,0.63583638,1
347,429,89,24,20,0.552770798,1
348,385,84,23.34523506,20.22374842,0.499541074,1
349,391,87,22.47220505,20.24845673,0.433726656,1
350,418,88,24,20,0.552770798,1
351,419,93,25.49509757,21.02379604,0.565685425,1
352,425,90,25,20,0.6,1
353,375,86,22.84731932,21.02379604,0.391480146,1
354,363,82,23.34523506,19.23538406,0.566657672,1
355,407,89,24.18677324,20.59126028,0.524608116,1
356,395,88,23,20,0.493818117,1
357,430,92,25.45584412,20.51828453,0.591868771,1
358,403,90,23.34523506,20.51828453,0.476993643,1
359,358,80,21,19,0.42591771,1
360,445,90,25.49509757,21.21320344,0.554700196,1
361,356,82,21.84032967,18.68154169,0.518019127,1
362,392,88,24.04163056,19.79898987,0.567273574,1
363,370,81,22,19,0.504115296,1
364,438,92,25,21,0.542586399,1
365,435,91,26,20,0.638971066,1
366,409,89,25.07987241,21.02379604,0.545249757,1
367,366,82,21,20,0.304910678,1
368,406,87,23,20,0.493818117,1
369,432,90,25.49509757,21.21320344,0.554700196,1
370,418,90,25.3179778,20.22374842,0.601609905,1
371,423,88,23,20,0.493818117,1
372,430,90,26,19,0.68262459,1
373,379,87,24.33105012,19.41648784,0.602640586,1
374,376,85,23.34523506,19.23538406,0.566657672,1
375,388,84,23.2594067,19.6977156,0.531798469,1
376,394,86,22,21,0.298065387,1
377,407,89,25.45584412,19.10497317,0.660854292,1
378,389,85,24.35159132,20.24845673,0.55551808,1
379,420,87,23,21,0.40786224,1
380,450,91,25.96150997,20.61552813,0.607812637,1
381,424,89,25.49509757,21.21320344,0.554700196,1
382,421,91,25.3179778,20.22374842,0.601609905,1
383,110,42,11,10,0.41659779,0
384,115,45,12.0415946,10.6301458,0.46977618,0
385,110,44,11.3137085,10.6301458,0.3423266,0
386,113,44,12,10,0.5527708,0
387,194,69,21,11,0.85183542,0
388,114,44,12.0415946,10.6301458,0.46977618,0
389,113,44,12,10,0.5527708,0
390,458,195,46.0977223,28.4253408,0.78725136,0
391,112,43,11,11,0,0
392,131,49,13,11,0.53293871,0
393,149,53,14,12,0.51507875,0
394,191,69,18.3847763,12.0415946,0.75564934,0
395,143,50,13,12,0.38461539,0
396,570,106,42,16,0.92459466,0
397,146,50,13,12,0.38461539,0
398,145,50,13,12,0.38461539,0
399,285,93,26.8700577,14.1421356,0.85028918,0
400,171,60,13.4536241,13.4536241,0,0
401,542,153,33.1058907,28.6356421,0.5018215,0
402,316,96,27.2946881,16.2788206,0.80268008,0
403,624,170,53,22,0.90977837,0
404,377,108,29.4278779,19.2353841,0.75680134,0
405,203,59,16,14,0.48412292,0
406,447,114,34,23,0.73646965,0
407,360,106,31.0644491,16.1245155,0.85473385,0
408,181,59,16,14,0.48412292,0
409,322,85,21.8403297,17.7200452,0.58456743,0
410,391,117,31.144823,19.1049732,0.78975397,0
411,230,66,17.8885438,15.6524758,0.48412292,0
412,241,137,51.9230199,20.880613,0.91557574,0
413,353,98,27.784888,18.8679623,0.73407091,0
414,441,100,35.2278299,18.0277564,0.85913586,0
415,323,96,31.144823,14.0356689,0.8926966,0
416,422,126,33.3016516,17.8044938,0.84507804,0
417,231,66,19,14,0.67606487,0
418,311,78,21,18,0.51507875,0
419,136,93,34,22,0.76244008,0
420,439,109,30.1496269,21.0950231,0.71445857,0
421,523,117,34.4818793,19.7230829,0.82026478,0
422,462,117,32.8937684,20.2484567,0.78808127,0
423,142,90,28.6530976,20.5912603,0.69538237,0
424,529,103,31,20,0.76404641,0
425,508,103,31.9530906,21.5406592,0.73860922,0
426,503,109,33.5410197,18.2482876,0.83904708,0
427,524,111,32.249031,21.9544984,0.73248786,0
428,486,100,26.925824,21.8403297,0.58486662,0
429,526,145,39.2937654,22.8035085,0.81437856,0
430,474,103,29,21,0.68965517,0
431,453,92,26,20,0.63897107,0
432,452,92,25,21,0.5425864,0
433,465,99,26.8700577,21.2132034,0.61378441,0
434,494,100,27.784888,23.3238076,0.54344897,0
435,543,105,28,23,0.57031141,0
436,481,96,26.5706605,21.1896201,0.60334291,0
437,456,92,24,22,0.39965263,0
438,452,94,26,21,0.58960422,0
439,647,134,35.8468967,28.6530976,0.60090723,0
440,472,93,25,22,0.47497368,0
441,496,97,28,21,0.66143783,0
442,462,96,27.6586334,20.6155281,0.66666667,0
443,493,101,27.784888,21.9544984,0.61290103,0
444,1071,187,48.4664833,36.0555128,0.66826118,0
445,462,95,26.8700577,21.2132034,0.61378441,0
446,483,94,25,22,0.47497368,0
447,210,80,18.0277564,16.1554944,0.44376016,0
448,808,169,72,22,0.95217425,0
449,240,65,16,16,0,0
450,290,168,42.1900462,30.0665928,0.70152322,0
451,285,77,21.9544984,16.1245155,0.67866112,0
452,484,120,31,22,0.70452676,0
453,510,94,26.925824,23.4093998,0.49410316,0
454,759,147,70,15,0.97677102,0
455,692,114,39.2937654,21.8403297,0.8313015,0
456,238,166,52,35,0.73957248,0
457,273,71,21,15,0.69985421,0
458,488,109,32.8024389,21.6333077,0.75170191,0
459,740,127,42.1070065,23.0867928,0.83628917,0
460,299,78,24.0831892,13.1529464,0.83768976,0
461,502,104,38.0131556,25.612497,0.73893218,0
462,893,113,52,24,0.8871202,0
463,819,125,42.2018957,25.8069758,0.79123497,0
464,676,123,35.1710108,23.7697287,0.73705481,0
465,633,132,41.1096096,24.8394847,0.79681318,0
466,362,88,23.6008474,18.0277564,0.64538133,0
467,688,121,37,22,0.80402566,0
468,309,146,46.1735855,24.0831892,0.85320277,0
469,795,136,33.5410197,30.4138127,0.42163702,0
470,584,158,51.7880295,23.3452351,0.89263287,0
471,699,136,39.0512484,26.2488095,0.74040308,0
472,822,139,36.2491379,27.3130006,0.65747082,0
473,1183,181,46.8614981,37.6430605,0.59559708,0
474,440,97,26.1725047,19.7989899,0.65401623,0
475,364,91,28.4429253,17.2626765,0.79476034,0
476,682,116,36,21,0.81223286,0
477,499,130,31.1126984,21.2132034,0.73152168,0
478,1080,172,44.0454311,33.3016516,0.65448492,0
479,606,110,29.6984848,23.3452351,0.61813119,0
480,659,118,38,20,0.85028918,0
481,646,127,36.8781778,22.0227156,0.80211119,0
482,669,112,31.4006369,25.3179778,0.59152226,0
483,887,142,43.7378555,26.4764046,0.79596473,0
484,852,141,42.3792402,25.6320112,0.79635864,0
485,1100,174,40.2616443,37.3630834,0.37256303,0
486,976,135,38,32,0.5393132,0
487,771,141,41.6173041,27.202941,0.75680134,0
488,731,134,36.4005495,25,0.72684378,0
489,799,142,40.2243707,26.6270539,0.74953632,0
490,839,135,41,26,0.77321305,0
491,482,97,30.1496269,17.1172428,0.82320579,0
492,852,144,42.5440948,25.5538647,0.79951643,0
493,815,144,40.2616443,25.96151,0.76433453,0
494,1072,140,39,36,0.38461539,0
495,744,133,35.5105618,29.4278779,0.55968157,0
496,1019,157,40.3112887,34.6554469,0.5108063,0
497,1169,171,46,34,0.67356232,0
498,1183,198,46.0434577,38.8329757,0.53728879,0
499,935,152,41,34,0.5588507,0
500,1124,157,42,34,0.58708705,0
501,732,114,34,23,0.73646965,0
502,931,148,43.8406204,26.8700577,0.79015798,0
503,704,143,36.6196669,25.2388589,0.72455597,0
504,1548,173,56.3648827,38.0131556,0.7383552,0
505,1599,208,56.4358042,41.677332,0.67426336,0
506,1534,193,51.9230199,39.5600809,0.64769621,0
507,1709,218,54.6717477,41.8688428,0.64305227,0
508,1255,199,54,34,0.77689544,0
509,581,124,44,15,0.94009627,0
510,223,90,39,6,0.98809481,0
511,4931,328,84.0535544,68.2422157,0.58381085,0
512,717,126,45,17,0.9258963,0
513,684,126,47,15,0.94770457,0
514,1628,215,54,38,0.71049356,0
515,2827,339,76.0591875,54.1294744,0.70250816,0
516,698,134,49,14,0.95831485,0
517,599,128,52,12,0.97300851,0
518,1103,176,60,22,0.93035238,0
519,2599,298,71.0211236,49.6487664,0.71505283,0
520,579,132,56,10,0.98392695,0
521,2443,291,79,45,0.821908,0
522,985,170,65,16,0.96923077,0
523,4141,257,100,50,0.8660254,0
524,618,148,64,10,0.98771754,0
525,3141,282,71,58,0.57677733,0
526,442,139,64,6,0.99559577,0
527,752,167,54.0832691,22.2036033,0.91184044,0
528,900,163,65,13,0.9797959,0
529,1171,224,68.1175455,21.2602916,0.95004537,0
530,3113,328,80.0562302,59.464275,0.66953406,0
531,571,144,46.6690476,14.1421356,0.95298092,0
532,457,284,97.6729236,74.6525284,0.64484734,0
533,3968,382,91.241438,74.2495791,0.58118653,0
534,3442,350,80.6101731,66.4680374,0.56577247,0
535,488,154,70,7,0.99498744,0
536,574,155,68,10,0.98912775,0
537,2463,395,104.388697,74.2428448,0.70297419,0
538,3525,323,89.3588272,58.2151183,0.75866937,0
539,5384,430,89.8053451,82.7345152,0.38893563,0
540,2871,290,80,60,0.66143783,0
541,4700,363,87.235314,76.4852927,0.48091022,0
542,6008,428,107.703296,82.9698741,0.63761409,0
543,3922,323,80.7774721,70.3420216,0.49161552,0
544,5238,368,101.548018,77.5241898,0.64589772,0
545,4930,387,107.935166,71.7007671,0.7474707,0
546,7603,477,116.901668,96.3379468,0.56645327,0
547,7430,468,112.507778,93.6482782,0.55421794,0
548,5037,356,83,79,0.30669692,0
549,7867,571,124.197424,102.176318,0.56848629,0
550,981,406,169.799882,83.8152731,0.86968219,0
551,528,189,88,6,0.99767291,0
552,18602,607,255,96,0.92642857,0
553,8615,518,125,108,0.50349181,0
554,788,206,95,9,0.99550235,0
555,3575,305,99,42,0.90554865,0
556,20929,845,224.964442,175.071414,0.62799402,0
557,7474,447,127,83,0.75688912,0
558,7703,479,120,78,0.75993421,0
559,7675,351,127,76,0.80117868,0
560,5200,380,113,61,0.84177855,0
561,8224,544,141.65098,80.7774721,0.8214663,0
562,1341,262,112,18,0.98700097,0
563,7412,440,120.415946,86.2844134,0.6975326,0
564,12640,677,162.864975,116.249731,0.70037017,0
565,4124,326,112,40,0.93404977,0
566,1404,253,110,13,0.99299197,0
567,7773,545,131.472431,80.7774721,0.7889899,0
568,773,239,112,7,0.99804496,0
569,1769,266,113,16,0.98992497,0
570,1617,243,103,17,0.98628545,0
571,7464,376,128,85,0.74767707,0
572,6387,682,159,125,0.61801854,0
573,15734,668,152.554908,143.502613,0.33934481,0
574,9280,490,119.920807,104.54664,0.48986672,0
575,14435,808,217.082934,109.603832,0.86318146,0
576,938,259,122,8,0.99784772,0
577,4608,571,204.792578,100.404183,0.87156917,0
578,17917,710,198.728458,113.441615,0.8210632,0
579,7421,455,131,85,0.76091211,0
580,1491,547,169,113,0.74358713,0
581,6951,317,166,53,0.9476614,0
582,14640,785,187.275199,120.552893,0.76526065,0
583,10634,571,172,90,0.85217566,0
584,19929,865,194.164878,151.211772,0.62729684,0
585,5905,446,109.018347,84.3860178,0.63312037,0
586,14738,717,187,120,0.76694635,0
587,23417,922,282,150,0.84679782,0
588,22419,779,211.191856,150.08331,0.70354659,0
589,2238,201,171,14,0.99664291,0
590,8796,530,146,91,0.78199263,0
591,20218,623,195,142,0.68535924,0
592,32848,1133,232.948492,195.739623,0.54216822,0
593,19808,816,212,127,0.80070668,0
594,43666,1330,264.003788,242.909448,0.39168742,0
595,35400,1046,273,190,0.71807019,0
596,41211,1204,337,162,0.87687845,0
597,31447,1086,255,174,0.73102289,0
598,46363,1381,312.5012,233.122286,0.66595888,0
